hanyu,pinyin,日本語,correct,hsk_level,explanation,w1,w2,w3,zero_based_correct_number,
食物,shi2 wu4,食べ物,食べ物,5,,,,,0,
石头,shi2 tou5,石,石,5,,,,,2,
使劲儿,shi3 jin4 r5,飼育,飼育,5,,,,,1,
始终,shi3 zhong1,常に,常に,5,,,,,2,
是否,shi4 fou3,かどうか,かどうか,5,,,,,2,
试卷,shi4 juan4,答案,答案,5,,,,,2,
士兵,shi4 bing1,兵士,兵士,5,,,,,3,
似的,shi4 de5,以下のような,以下のような,5,,,,,2,
事实,shi4 shi2,事実,事実,5,,,,,0,
事物,shi4 wu4,事,事,5,,,,,0,
事先,shi4 xian1,事前に,事前に,5,,,,,0,
收获,shou1 huo4,ゲイン,ゲイン,5,,,,,1,
收据,shou1 ju4,領収書,領収書,5,,,,,0,
手工,shou3 gong1,手で,手で,5,,,,,1,
手术,shou3 shu4,手術,手術,5,,,,,1,
手套,shou3 tao4,手袋,手袋,5,,,,,2,
手续,shou3 xu4,手続,手続,5,,,,,1,
手指,shou3 zhi3,指,指,5,,,,,3,
受伤,shou4 shang1,負傷者,負傷者,5,,,,,2,
寿命,shou4 ming4,生活,生活,5,,,,,1,
书架,shu1 jia4,本棚,本棚,5,,,,,3,
输入,shu1 ru4,エントリー,エントリー,5,,,,,2,
蔬菜,shu1 cai4,野菜,野菜,5,,,,,3,
舒适,shu1 shi4,居心地のよい,居心地のよい,5,,,,,2,
梳子,shu1 zi5,櫛,櫛,5,,,,,1,
熟练,shu2 lian4,習熟,習熟,5,,,,,3,
鼠标,shu3 biao1,マウス,マウス,5,,,,,0,
属于,shu3 yu2,所属し,所属し,5,,,,,1,
数据,shu4 ju4,データ,データ,5,,,,,2,
数码,shu4 ma3,デジタル,デジタル,5,,,,,0,
摔,shuai1,投げ,投げ,5,,,,,3,
甩,shuai3,投げ飛ばし,投げ飛ばし,5,,,,,1,
双方,shuang1 fang1,両側,両側,5,,,,,2,
税,shui4,税金,税金,5,,,,,2,
说不定,shuo1 bu5 ding4,多分,多分,5,,,,,2,
说服,shuo1 fu2,説得,説得,5,,,,,3,
撕,si1,涙,涙,5,,,,,1,
丝绸,si1 chou2,シルク,シルク,5,,,,,3,
丝毫,si1 hao2,わずか,わずか,5,,,,,0,
思考,si1 kao3,考え,考え,5,,,,,1,
思想,si1 xiang3,考え,考え,5,,,,,2,
私人,si1 ren2,プライベート,プライベート,5,,,,,3,
似乎,si4 hu1,見え,見え,5,,,,,2,
寺庙,si4 miao4,寺,寺,5,,,,,1,
宿舍,su4 she4,寮,寮,5,,,,,0,
随时,sui2 shi2,随時,随時,5,,,,,1,
碎,sui4,砕石,砕石,5,,,,,3,
损失,sun3 shi1,損失,損失,5,,,,,2,
缩短,suo1 duan3,短くし,短くし,5,,,,,3,
缩小,suo1 xiao3,狭い,狭い,5,,,,,2,
锁,suo3,ロック,ロック,5,,,,,0,
所,suo3,ザ・,ザ・,5,,,,,2,
所谓,suo3 wei4,所謂,所謂,5,,,,,1,
塔,ta3,タワー,タワー,5,,,,,1,
台阶,tai2 jie1,階段,階段,5,,,,,3,
太极拳,tai4 ji2 quan2,太極拳,太極拳,5,,,,,0,
太太,tai4 tai5,妻,妻,5,,,,,0,
谈判,tan2 pan4,トーク,トーク,5,,,,,0,
坦率,tan3 shuai4,フランク,フランク,5,,,,,1,
烫,tang4,ホット,ホット,5,,,,,1,
桃,tao2,桃,桃,5,,,,,3,
逃,tao2,エスケープ,エスケープ,5,,,,,1,
逃避,tao2 bi4,エスケープ,エスケープ,5,,,,,0,
套,tao4,カバー,カバー,5,,,,,3,
特殊,te4 shu1,特別な,特別な,5,,,,,3,
特意,te4 yi4,特別,特別,5,,,,,0,
特征,te4 zheng1,機能,機能,5,,,,,0,
疼爱,teng2 ai4,の非常に好きして,の非常に好きして,5,,,,,0,
提,ti2,言及,言及,5,,,,,0,
提倡,ti2 chang4,提唱者,提唱者,5,,,,,1,
提纲,ti2 gang1,アウトライン,アウトライン,5,,,,,1,
提问,ti2 wen4,質問,質問,5,,,,,1,
题目,ti2 mu4,タイトル,タイトル,5,,,,,3,
体会,ti3 hui4,経験,経験,5,,,,,1,
体积,ti3 ji1,ボリューム,ボリューム,5,,,,,2,
体贴,ti3 tie1,考え深い,考え深い,5,,,,,1,
体现,ti3 xian4,リフレクト,リフレクト,5,,,,,1,
体验,ti3 yan4,経験,経験,5,,,,,0,
天空,tian1 kong1,スカイ,スカイ,5,,,,,1,
天真,tian1 zhen1,ナイーブ,ナイーブ,5,,,,,3,
田野,tian2 ye3,フィールド,フィールド,5,,,,,2,
调皮,tiao2 pi2,いたずらな,いたずらな,5,,,,,0,
调整,tiao2 zheng3,調整,調整,5,,,,,2,
挑战,tiao3 zhan4,挑戦,挑戦,5,,,,,1,
通常,tong1 chang2,概して,概して,5,,,,,0,
通讯,tong1 xun4,コミュニケーション,コミュニケーション,5,,,,,2,
铜,tong2,銅,銅,5,,,,,2,
同时,tong2 shi2,同時に、,同時に、,5,,,,,3,
统一,tong3 yi1,団結,団結,5,,,,,2,
统治,tong3 zhi4,裁定,裁定,5,,,,,0,
痛苦,tong4 ku3,痛み,痛み,5,,,,,0,
痛快,tong4 kuai4,ジョリー,ジョリー,5,,,,,1,
投资,tou2 zi1,投資,投資,5,,,,,3,
透明,tou4 ming2,透明,透明,5,,,,,0,
突出,tu1 chu1,アウトスタンディング,アウトスタンディング,5,,,,,1,
土地,tu3 di4,土地,土地,5,,,,,2,
土豆,tu3 dou4,ポテト,ポテト,5,,,,,3,
吐,tu4,串,串,5,,,,,0,
兔子,tu4 zi5,ラビット,ラビット,5,,,,,3,
团,tuan2,グループ,グループ,5,,,,,2,
推辞,tui1 ci2,下落,下落,5,,,,,0,
推广,tui1 guang3,スプレッド,スプレッド,5,,,,,3,
推荐,tui1 jian4,勧告,勧告,5,,,,,3,
退,tui4,後退,後退,5,,,,,1,
退步,tui4 bu4,退行,退行,5,,,,,1,
退休,tui4 xiu1,退職,退職,5,,,,,3,
歪,wai1,ゆがみました,ゆがみました,5,,,,,3,
外交,wai4 jiao1,外交,外交,5,,,,,1,
弯,wan1,曲がり,曲がり,5,,,,,2,
完美,wan2 mei3,パーフェクト,パーフェクト,5,,,,,0,
完善,wan2 shan4,パーフェクト,パーフェクト,5,,,,,0,
完整,wan2 zheng3,完成,完成,5,,,,,1,
玩具,wan2 ju4,おもちゃ,おもちゃ,5,,,,,3,
万一,wan4 yi1,際に,際に,5,,,,,1,
王子,wang2 zi3,王子,王子,5,,,,,0,
往返,wang3 fan3,前後に,前後に,5,,,,,2,
危害,wei1 hai4,害,害,5,,,,,0,
微笑,wei1 xiao4,スマイル,スマイル,5,,,,,1,
威胁,wei1 xie2,脅威,脅威,5,,,,,1,
违反,wei2 fan3,違反,違反,5,,,,,0,
维护,wei2 hu4,維持し,維持し,5,,,,,3,
围巾,wei2 jin1,マフラー,マフラー,5,"范围(fan4 wei2) 範囲
周围(zhou1 wei2) 周囲
围巾(wei2 jin1) マフラー、(首の)周りに巻く布
围绕(wei2 rao4) 囲繞(いじょう・いにょう)……取り囲む、の意。",,,,0,
围绕,wei2 rao4,周りに,取り囲む、巡る、(の周りを)回る,5,"范围(fan4 wei2) 範囲
周围(zhou1 wei2) 周囲
围巾(wei2 jin1) マフラー、(首の)周りに巻く布
围绕(wei2 rao4) 囲繞(いじょう・いにょう)……取り囲む、の意。",,,,1,
唯一,wei2 yi1,ユニーク,ユニーク,5,,,,,3,
尾巴,wei3 ba5,尾,尾,5,,,,,0,
伟大,wei3 da4,すばらしい,すばらしい,5,,,,,2,
委屈,wei3 qu1,不当な扱いを受け,不当な扱いを受け,5,,,,,2,
委托,wei3 tuo1,委ね,委ね,5,,,,,0,
胃,wei4,胃,胃,5,,,,,3,
位置,wei4 zhi5,場所,場所,5,,,,,1,
未必,wei4 bi4,そうとも限りません,そうとも限りません,5,,,,,3,
未来,wei4 lai2,未来,未来,5,,,,,2,
卫生间,wei4 sheng1 jian1,バスルーム,バスルーム,5,,,,,2,
温暖,wen1 nuan3,暖かい,暖かい,5,,,,,2,
温柔,wen1 rou2,柔らかい,柔らかい,5,,,,,3,
闻,wen2,香り,香り,5,,,,,2,
文件,wen2 jian4,ファイル,ファイル,5,,,,,2,
文具,wen2 ju4,文房具,文房具,5,,,,,3,
文明,wen2 ming2,文明,文明,5,,,,,1,
文学,wen2 xue2,文学,文学,5,,,,,2,
吻,wen3,キス,キス,5,,,,,2,
稳定,wen3 ding4,安定しました,安定しました,5,,,,,0,
问候,wen4 hou4,ご挨拶,ご挨拶,5,,,,,0,
卧室,wo4 shi4,ベッドルーム,ベッドルーム,5,,,,,1,
屋子,wu1 zi5,家,家,5,,,,,1,
无奈,wu2 nai4,哀れ,哀れ,5,,,,,2,
无数,wu2 shu4,数え切れません,数え切れません,5,,,,,2,
武器,wu3 qi4,武器,武器,5,,,,,1,
武术,wu3 shu4,武術,武術,5,,,,,2,
雾,wu4,霧,霧,5,,,,,1,
物理,wu4 li3,物理的,物理的,5,,,,,1,
物质,wu4 zhi4,物質,物質,5,,,,,1,
吸收,xi1 shou1,吸収,吸収,5,,,,,1,
系,xi4,部門,部門,5,,,,,0,
系统,xi4 tong3,システム,システム,5,,,,,1,
细节,xi4 jie2,ディテール,ディテール,5,,,,,0,
戏剧,xi4 ju4,劇場,劇場,5,,,,,0,
瞎,xia1,ブラインド,ブラインド,5,,,,,1,
吓,xia4,おびえ,おびえ,5,,,,,2,
下载,xia4 zai3,ダウンロード,ダウンロード,5,,,,,2,
鲜艳,xian1 yan4,明るい,明るい,5,,,,,1,
显得,xian3 de5,見え,見え,5,,,,,0,
显然,xian3 ran2,明確な,明確な,5,,,,,1,
显示,xian3 shi4,ディスプレイ,ディスプレイ,5,,,,,1,
县,xian4,郡,郡,5,,,,,2,
现金,xian4 jin1,現金,現金,5,,,,,0,
现实,xian4 shi2,現実,現実,5,,,,,3,
现象,xian4 xiang4,現象,現象,5,,,,,0,
相处,xiang1 chu3,一緒に住んでい,一緒に住んでい,5,,,,,3,
相当,xiang1 dang1,かなり,かなり,5,,,,,2,
相对,xiang1 dui4,比較的に,比較的に,5,,,,,2,
相关,xiang1 guan1,関連,関連,5,,,,,3,
相似,xiang1 si4,同様の,同様の,5,,,,,3,
想念,xiang3 nian4,ミス,ミス,5,,,,,0,
想象,xiang3 xiang4,考え,考え,5,,,,,1,
享受,xiang3 shou4,楽しみ,楽しみ,5,,,,,0,
项,xiang4,アイテム,アイテム,5,,,,,2,
项链,xiang4 lian4,ネックレス,ネックレス,5,,,,,0,
项目,xiang4 mu4,プロジェクト,プロジェクト,5,,,,,1,
橡皮,xiang4 pi2,消しゴム,消しゴム,5,,,,,1,
象棋,xiang4 qi2,チェス,チェス,5,,,,,1,
象征,xiang4 zheng1,シンボル,シンボル,5,,,,,3,
消费,xiao1 fei4,消費,消費,5,,,,,0,
消化,xiao1 hua4,ダイジェスト,ダイジェスト,5,,,,,1,
消灭,xiao1 mie4,省き,省き,5,,,,,1,
消失,xiao1 shi1,姿を消し,姿を消し,5,,,,,0,
销售,xiao1 shou4,セールス,セールス,5,,,,,1,
小吃,xiao3 chi1,スナック,スナック,5,,,,,3,
小伙子,xiao3 huo3 zi5,若者,若者,5,,,,,1,
小麦,xiao3 mai4,小麦,小麦,5,,,,,2,
小气,xiao3 qi4,けちな,けちな,5,,,,,1,
小偷,xiao3 tou1,泥棒,泥棒,5,,,,,0,
效率,xiao4 lv4,効率,効率,5,,,,,0,
孝顺,xiao4 shun4,親孝行,親孝行,5,,,,,0,
歇,xie1,休息,休息,5,,,,,0,
斜,xie2,斜め,斜め,5,,,,,3,
协调,xie2 tiao2,コーディネーション,コーディネーション,5,,,,,3,
心理,xin1 li3,心理学,心理学,5,,,,,2,
心脏,xin1 zang4,心,心,5,,,,,2,
欣赏,xin1 shang3,感謝し,感謝し,5,,,,,1,
信封,xin4 feng1,封筒,封筒,5,,,,,3,
信号,xin4 hao4,信号,信号,5,,,,,2,
信息,xin4 xi1,情報,情報,5,,,,,0,
行动,xing2 dong4,アクション,アクション,5,,,,,0,
行人,xing2 ren2,歩行者,歩行者,5,,,,,1,
行为,xing2 wei2,行動,行動,5,,,,,2,
形成,xing2 cheng2,フォーム,フォーム,5,,,,,0,
形容,xing2 rong2,述べ,述べ,5,,,,,1,
形式,xing2 shi4,フォーム,フォーム,5,,,,,3,
形势,xing2 shi4,状況,状況,5,,,,,2,
形象,xing2 xiang4,画像,画像,5,,,,,2,
形状,xing2 zhuang4,形状,形状,5,,,,,2,
性质,xing4 zhi4,プロパティ,性質(property),5,,,,,0,
幸亏,xing4 kui1,幸いなこと,幸いなこと,5,,,,,0,
幸运,xing4 yun4,ラッキー,ラッキー,5,,,,,3,
胸,xiong1,チェスト,チェスト,5,,,,,0,
兄弟,xiong1 di4,ブラザーズ,兄弟、兄弟関係にある,5,,,,,2,
雄伟,xiong2 wei3,壮大,壮大,5,,,,,0,
修改,xiu1 gai3,修正,修正,5,,,,,2,
休闲,xiu1 xian2,レジャー,暇だ、カジュアルな,5,,,,,2,
虚心,xu1 xin1,謙虚,謙虚,5,,,,,1,
叙述,xu4 shu4,説話,説話,5,,,,,3,
宣布,xuan1 bu4,アナウンス,アナウンス,5,,,,,1,
宣传,xuan1 chuan2,宣伝,宣伝,5,,,,,0,
选举,xuan3 ju3,選挙,選挙,5,,,,,0,
学期,xue2 qi1,学期,学期,5,,,,,3,
学术,xue2 shu4,奨学金,奨学金,5,,,,,2,
学问,xue2 wen4,ラーニング,学問,5,,,,,2,
询问,xun2 wen4,頼み,頼み,5,,,,,1,
寻找,xun2 zhao3,検索,探し求める,5,,,,,0,
训练,xun4 lian4,トレーニング,トレーニング,5,,,,,1,
迅速,xun4 su4,急速,急速,5,,,,,1,
延长,yan2 chang2,延ばし,延ばし,5,,,,,3,
严肃,yan2 su4,深刻,厳粛だ,5,,,,,1,
宴会,yan4 hui4,宴会,宴会,5,,,,,0,
阳台,yang2 tai2,バルコニー,バルコニー、ベランダ,5,,,,,2,
痒,yang3,かゆみ,かゆみ,5,,,,,2,
样式,yang4 shi4,スタイル,スタイル,5,,,,,1,
腰,yao1,ウェスト,ウェスト,5,,,,,1,
摇,yao2,シェイク,揺れる、揺らす、シェイクする,5,,,,,2,
咬,yao3,一口,一口,5,,,,,0,
要不,yao4 bu4,若しくは,若しくは,5,,,,,1,
要是,yao4 shi5,もし,もし,5,,,,,0,
夜,ye4,夜,夜,5,,,,,1,
液体,ye4 ti3,液体,液体,5,,,,,0,
业务,ye4 wu4,ビジネス,業務、仕事、ビジネス,5,,,,,2,
业余,ye4 yu2,素人,業余の、勤務時間外の、仕事でない、アマチュアの,5,,,,,3,
依然,yi1 ran2,やはり,やはり,5,,,,,3,
一辈子,yi2 bei4 zi5,生涯,生涯,5,,,,,2,
一旦,yi2 dan4,一度,一度,5,,,,,0,
一路平安,yi2 lu4 ping2 an1,ボン航海,道中ご無事で,5,,,,,0,
一致,yi2 zhi4,一貫性,一貫性,5,,,,,1,
移动,yi2 dong4,モバイル,モバイル,5,,,,,2,
移民,yi2 min2,移民,移民,5,,,,,2,
遗憾,yi2 han4,ソーリー,ソーリー,5,,,,,1,
疑问,yi2 wen4,疑い,疑い,5,,,,,1,
乙,yi3,B,2番目,5,甲乙丙丁の乙,,,,0,
以及,yi3 ji2,と,と,5,,,,,2,
以来,yi3 lai2,から,から,5,,,,,0,
意外,yi4 wai4,事故,事故,5,,,,,1,
意义,yi4 yi4,意味,意味,5,,,,,3,
议论,yi4 lun4,話,話,5,,,,,2,
义务,yi4 wu4,義務,義務,5,,,,,3,
因而,yin1 er2,こうして,こうして,5,,,,,3,
因素,yin1 su4,要因,要因,5,,,,,1,
银,yin2,銀,銀,5,,,,,0,
英俊,ying1 jun4,ハンサム,抜きん出ている、ハンサム,5,,,,,1,
英雄,ying1 xiong2,ヒーロー,英雄、ヒーロー,5,,,,,2,
迎接,ying2 jie1,歓迎,歓迎,5,,,,,1,
营养,ying2 yang3,栄養,栄養,5,,,,,0,
营业,ying2 ye4,ビジネス,営業する,5,,,,,0,
影子,ying3 zi5,影,影,5,,,,,1,
硬币,ying4 bi4,コイン,コイン,5,,,,,1,
硬件,ying4 jian4,ハードウェア,ハードウェア、設備機器,5,,,,,3,
应付,ying4 fu5,対処,対処,5,,,,,0,
应聘,ying4 pin4,候補者,招聘(しょうへい)に応じる．,5,,,,,2,
应用,ying4 yong4,アプリケーション,アプリケーション,5,,,,,2,
拥抱,yong1 bao4,抱擁,抱擁する、抱き合う、ハグする,5,,,,,1,
拥挤,yong1 ji3,群衆,混み合う、混み合っている、混んでいる,5,,,,,2,
勇气,yong3 qi4,勇気,勇気,5,,,,,2,
用途,yong4 tu2,使用,使用,5,,,,,2,
优惠,you1 hui4,優先的,優遇さらた、優待の,5,《优》は、優の簡体字。,,,,1,
优美,you1 mei3,美しい,優美だ,5,,,,,3,
优势,you1 shi4,優位,優勢、優位,5,,,,,0,
悠久,you1 jiu3,長い,長い,5,,,,,1,
邮局,you2 ju2,ポストオフィス,郵便局,5,,,,,0,
游览,you2 lan3,ツアー,遊覧する、観光する,5,,,,,1,
犹豫,you2 yu4,躊躇,ためらう,5,,,,,2,
油炸,you2 zha2,稚魚,油であげた,5,,,,,1,
有利,you3 li4,好調,好調,5,,,,,1,
幼儿园,you4 er2 yuan2,保育所,保育所,5,,,,,1,
娱乐,yu2 le4,エンターテインメント,エンターテインメント,5,,,,,3,
与其,yu3 qi2,それの,それの,5,,,,,0,
语气,yu3 qi4,モーダル,語気,5,,,,,0,
宇宙,yu3 zhou4,宇宙,宇宙,5,,,,,1,
预报,yu4 bao4,見通し,見通し,5,,,,,1,
预订,yu4 ding4,予約,予約,5,,,,,1,
预防,yu4 fang2,予防,予防,5,,,,,0,
玉米,yu4 mi3,コーン,コーン、とうもろこし,5,,,,,0,
元旦,yuan2 dan4,元旦,元旦,5,,,,,2,
缘故,yuan2 gu4,理由,理由,5,,,,,0,
原料,yuan2 liao4,原材料,原材料,5,,,,,3,
原则,yuan2 ze2,原則,原則,5,,,,,2,
愿望,yuan4 wang4,希望,希望,5,,,,,0,
晕,yun1,ディジー,めまい(目眩・眩暈)がする、気を失う,5,,,,,2,
运气,yun4 qi5,運,運気、幸運だ,5,,,,,2,
运输,yun4 shu1,輸送,輸送,5,,,,,1,
运用,yun4 yong4,アプリケーション,運用する,5,,,,,2,
灾害,zai1 hai4,災害,災害,5,,,,,0,
再三,zai4 san1,繰り返し,繰り返し,5,,,,,2,
赞成,zan4 cheng2,承認,承認,5,,,,,3,
赞美,zan4 mei3,賞賛,賞賛,5,,,,,0,
糟糕,zao1 gao1,悪い,まずい、だめだ,5,,,,,0,
造成,zao4 cheng2,作り,引き起こす、作り上げる,5,,,,,3,
则,ze2,それから,それから,5,,,,,3,
责备,ze2 bei4,責め,責め,5,,,,,1,
摘,zhai1,選び,もぎ取る、外す,5,,,,,0,
粘贴,zhan1 tie1,スティック,(糊などで)貼る,5,,,,,2,
展开,zhan3 kai1,拡張,広げる,5,,,,,1,
展览,zhan3 lan3,展示会,展覧・展示、展覧する・展示する,5,,,,,3,
占线,zhan4 xian4,忙しい,話し中,5,"《线》は、線の簡体字。
電話回線が占有されている ー> 電話が繋がらない・話し中",,,,0,
战争,zhan4 zheng1,戦争,戦争,5,,,,,2,
涨,zhang3,上がり,(水位・給料・物価が)上がる,5,,,,,3,
掌握,zhang3 wo4,把握,握る、身につける、取り仕切る,5,,,,,2,
账户,zhang4 hu4,アカウント,勘定、口座(account),5,,,,,2,
招待,zhao1 dai4,抱き,もてなす,5,,,,,2,
着凉,zhao2 liang2,風邪をひき,風邪をひく,5,,,,,1,
照常,zhao4 chang2,相変わらず,相変わらず,5,,,,,3,
召开,zhao4 kai1,招集し,開催する,5,,,,,2,
哲学,zhe2 xue2,哲学,哲学,5,,,,,1,
真理,zhen1 li3,真実,真実,5,,,,,1,
真实,zhen1 shi2,リアル,リアル,5,,,,,1,
针对,zhen1 dui4,に対して,【前置詞】〜に狙いをつけて,5,,,,,0,
珍惜,zhen1 xi1,プレシャス,大切にする,5,,,,,2,
诊断,zhen3 duan4,診断,診断する,5,,,,,3,
枕头,zhen3 tou5,枕,枕,5,,,,,2,
阵,zhen4,フロント,【量詞】,5,《陣》の簡体字,,,,3,
振动,zhen4 dong4,振動,振動する,5,,,,,2,
睁,zheng1,オープン目,見開く,5,,,,,1,
争论,zheng1 lun4,論争,論争,5,,,,,0,
争取,zheng1 qu3,戦い,戦い,5,,,,,1,
征求,zheng1 qiu2,勧誘,勧誘,5,,,,,1,
整个,zheng3 ge4,全体,全体,5,,,,,1,
整体,zheng3 ti3,全体的な,全体的な,5,,,,,0,
正,zheng4,ポジティブ,ポジティブ,5,,,,,3,
政策,zheng4 ce4,ポリシー,ポリシー,5,,,,,3,
政府,zheng4 fu3,政府,政府,5,,,,,1,
政治,zheng4 zhi4,政治的,政治的,5,,,,,1,
证件,zheng4 jian4,証明,証明,5,,,,,3,
证据,zheng4 ju4,証拠,証拠,5,,,,,0,
挣钱,zheng4 qian2,お金を稼ぎ,お金を稼ぐ,5,,,,,0,
支,zhi1,サポート,サポート,5,,,,,1,
支票,zhi1 piao4,チェック,小切手(check),5,,,,,1,
直,zhi2,ストレート,ストレート,5,,,,,0,
执行,zhi2 xing2,実行,実行する,5,,,,,0,
执照,zhi2 zhao4,ライセンス,ライセンス、免許状,5,,,,,3,
指导,zhi3 dao3,ガイド,指導する、コーチ,5,,,,,2,
指挥,zhi3 hui1,コマンド,命令する、指揮する、監督する、指揮者、監督,5,,,,,2,
制定,zhi4 ding4,策定,制定する,5,,,,,1,
制度,zhi4 du4,システム,制度、システム,5,,,,,0,
制作,zhi4 zuo4,作り,作る,5,,,,,3,
智慧,zhi4 hui4,知恵,知恵,5,,,,,1,
至今,zhi4 jin1,これまでのところ,これまでのところ,5,,,,,3,
至于,zhi4 yu2,について,について,5,,,,,2,
治疗,zhi4 liao2,治療,治療する,5,,,,,3,
秩序,zhi4 xu4,オーダー,オーダー,5,,,,,2,
志愿者,zhi4 yuan4 zhe3,ボランティア,ボランティア,5,,,,,0,
钟,zhong1,ベル,ベル,5,,,,,3,
中介,zhong1 jie4,媒介,媒介,5,,,,,3,
中心,zhong1 xin1,センター,センター,5,,,,,1,
中旬,zhong1 xun2,中旬には,中旬には,5,,,,,0,
重,zhong4,重量,重量,5,,,,,2,
重量,zhong4 liang4,重量,重量,5,,,,,3,
周到,zhou1 dao5,考え深い,考え深い,5,,,,,1,
逐步,zhu2 bu4,徐々に,徐々に,5,,,,,1,
竹子,zhu2 zi5,竹,竹,5,,,,,0,
煮,zhu3,クック,クック,5,,,,,3,
主持,zhu3 chi2,司会し,司会し,5,,,,,3,
主观,zhu3 guan1,主観的,主観的,5,,,,,1,
主人,zhu3 ren2,ホスト,ホスト,5,,,,,3,
主席,zhu3 xi2,会長,会長,5,,,,,0,
主张,zhu3 zhang1,提唱者,提唱者,5,,,,,2,
嘱咐,zhu3 fu4,尋ね,尋ね,5,,,,,0,
祝福,zhu4 fu2,祝福,祝福,5,,,,,2,
注册,zhu4 ce4,登録,登録,5,,,,,1,
抓紧,zhua1 jin3,細心の注意を払ってください,細心の注意を払ってください,5,,,,,1,
专家,zhuan1 jia1,専門,専門,5,,,,,2,
专心,zhuan1 xin1,集中し,集中し,5,,,,,0,
转变,zhuan3 bian4,変更,変更,5,,,,,2,
转告,zhuan3 gao4,伝え,伝え,5,,,,,1,
装,zhuang1,ドレス,ドレス,5,,,,,3,
装饰,zhuang1 shi4,デコレーション,装飾、装飾する,5,,,,,0,
状况,zhuang4 kuang4,条件,条件,5,,,,,2,
状态,zhuang4 tai4,状態,状態,5,,,,,1,
追求,zhui1 qiu2,求め,求め,5,,,,,0,
资格,zi1 ge2,資格,資格,5,,,,,0,
资金,zi1 jin1,ファンド,資金、元手,5,,,,,2,
资料,zi1 liao4,データ,資材、物資、資料、データ,5,,,,,2,
资源,zi1 yuan2,リソース,資源、リソース,5,,,,,0,
姿势,zi1 shi4,姿勢,姿勢,5,,,,,1,
咨询,zi1 xun2,コンサルティング,相談する、コンサルティングする,5,,,,,3,
紫,zi3,パープル,紫,5,,,,,2,
字幕,zi4 mu4,サブタイトル,字幕,5,,,,,2,
自从,zi4 cong2,から,から,5,,,,,0,
自动,zi4 dong4,オートマチック,自動の、自発的に、自然に,5,,,,,2,
自豪,zi4 hao2,プライド,誇りに思っている,5,,,,,2,
自觉,zi4 jue2,意識して,意識して,5,,,,,3,
自私,zi4 si1,利己的,利己的,5,,,,,1,
自信,zi4 xin4,信頼,信頼,5,,,,,3,
自由,zi4 you2,自由な,自由な,5,,,,,0,
自愿,zi4 yuan4,自発的,自発的,5,,,,,3,
综合,zong1 he2,コンプレックス,総合する、まとめる,5,,,,,1,
宗教,zong1 jiao4,宗教,宗教,5,,,,,2,
总裁,zong3 cai2,会長,会長,5,,,,,2,
总共,zong3 gong4,全く,全部で,5,,,,,2,
总理,zong3 li3,首相,総理、首相、内閣総理大臣,5,,,,,2,
总算,zong3 suan4,遂に,【副詞】ようやく,5,,,,,2,
总统,zong3 tong3,社長,大統領、総統,5,"《总》は、総の異体字。
《总裁》(zong3 cai2) 責任者
《总理》(zong3 li3) 総理、内閣総理大臣
《总统》(zong3 tong3) 総統、大統領",,,,0,
总之,zong3 zhi1,要するに,要するに,5,,,,,1,
组合,zu3 he2,組み合わせ,組み合わせ、組み合わせる,5,,,,,2,
祖国,zu3 guo2,祖国,祖国,5,,,,,2,
祖先,zu3 xian1,系統,祖先、先祖,5,,,,,3,
阻止,zu3 zhi3,防止,阻止する,5,,,,,3,
醉,zui4,酔いました,酔う、酔わせる,5,,,,,3,
最初,zui4 chu1,最初の,最初の,5,,,,,3,
罪犯,zui4 fan4,犯罪者,犯罪者,5,,,,,3,
尊敬,zun1 jing4,尊敬,尊敬する,5,,,,,3,
遵守,zun1 shou3,を遵守,遵守する,5,,,,,1,
作品,zuo4 pin3,ワークス,作品,5,,,,,2,
作为,zuo4 wei2,として,として,5,,,,,2,
作文,zuo4 wen2,構図,作文,5,,,,,3,
每次,mei3 ci4,,毎回,,【頻度】,,,,0,
有时候,,,たまに、ときどき,,【頻度】有时，有的时候,,,,3,
很少,,,めったに〜しない,,【頻度】直訳は「とても少ない」で、日常会話で使われる口語表現。,,,,1,
从来不,,,まったく〜しない,,【頻度】从(来)不,,,,0,
怎么了,,,どうしたの？,,"你怎么了？ どうしたの、大丈夫？
他怎么了？ 彼、どうしたの？",,,,2,
